Category1;Value1;Value2
C;13.901844188805793;10.049660748028487
A;8.695652680620073;22.24095740693412
A;10.173275223162866;20.763851047724778
B;10.64101091166329;21.955079439513472
B;10.075236891053283;17.606144794870048
B;9.637368732475414;40.99959240617328
B;7.289883096441587;29.840753351172033
D;12.846947851386346;12.910473749449302
E;13.59511295163956;22.51364256827484
B;6.2664167423423605;17.047960070907397
E;7.649539959138604;14.40588177640181
B;9.212398281008287;12.289531537694423
B;7.774470630688599;23.80940848993515
B;10.862527662257317;16.57102847204777
C;8.270628374946114;27.290869156163826
E;14.346617742393866;27.45958439444785
C;12.300152048121554;29.93044350387442
B;10.246405464327651;15.459486020518327
C;11.956671152971438;24.089876469498066
A;12.12239089115035;25.110952408174956
D;8.61571027507769;17.91784186182423
B;8.085943786461876;15.983482276946312
B;9.964100432236261;31.461884327543824
B;11.609435861445682;22.47872319225835
C;10.092026837172178;25.133790379626298
A;6.488307387398907;15.656505923118472
C;8.114068667703233;13.074650967605741
B;9.644656986451807;17.298576465801283
C;9.641102230915758;20.19386098196502
D;13.942338571258599;14.082569955687234
D;6.889425320962104;20.93600874377251
B;10.861737407855337;10.02471627755475
B;12.927137527489409;13.719691753945831
A;14.570044465387873;25.36092311379969
C;8.950765411313682;24.92463838180631
B;10.83200185071242;18.45280102498537
B;10.99649675011716;14.384531990999806
B;10.210511636261911;14.321876915080928
A;9.592425077397458;18.57375640138146
C;10.715548317950097;25.189370195694394
A;4.482283221038661;27.033596993738108
C;11.232345929131526;17.7725437193672
B;10.064973597690132;13.502299231098906
A;9.332802716765643;22.740983646131166
B;14.098410611011072;15.647022690931978
A;8.38263856053984;17.631357847402185
B;8.953540422963435;29.614294587840746
C;13.982261934629943;26.376250285677493
A;8.052671259815302;22.026833029634435
D;8.64475790583327;12.732526492767303
A;9.491246610795216;22.374077688559282
B;11.565542412472054;27.907272390118923
C;10.236385265441958;18.55838117252402
B;7.085486770980249;29.78224158491365
A;8.682446017432902;29.402844381868345
B;8.524555690254356;31.814263408932575
B;9.637835805031605;22.984080322453796
D;10.694271683122642;24.81804604873908
B;10.678232087364742;30.192217374152087
C;6.070375316498356;23.90806059094834
D;12.034276073877798;17.741978299363616
B;10.33039457659291;18.0844715625689
E;12.707517299947204;22.550607199529306
B;10.732816487310412;12.611350757349578
E;12.112778211245102;20.068817050132747
A;10.779745154045267;28.127556268496647
C;12.627074088025772;6.756849967425673
B;10.896726335637336;30.974133661664347
B;9.594377982469902;28.29543242157054
C;14.572112912938453;18.011529997101903
C;11.666977956787774;24.532040381166762
A;11.004863284109268;21.020460224891124
A;7.119760725269495;28.99493739485144
C;7.0945540033265715;27.387440428004616
C;10.414702512497893;11.89954029931044
E;10.105594515313307;24.81720568751715
C;8.510342613482537;19.66341895131889
E;10.096063669185327;21.53841170836765
C;13.136116548891552;16.2668826436962
B;11.260345196555628;32.36289094928543
A;7.40388212951925;27.760401829366742
C;9.56583146299982;16.191487434175713
C;8.109570390209623;12.325031055083489
A;8.985830175542022;18.493127898643987
B;8.93140710217775;23.824267199593486
E;8.79694427653159;22.56133798565045
B;7.164215718855871;29.14536336099358
B;9.531925168811801;26.13447819417554
B;8.62272396262065;27.302198667393895
A;3.648157750995238;23.12456010396784
B;14.111241251453492;11.969558253628563
B;12.086416273855011;19.72795954754514
A;9.00976847765751;27.890583309406324
C;9.839520004455258;20.6651009645898
B;7.339525870633121;24.270087396054354
D;13.361018043402819;18.928135950900135
D;13.784306259023534;14.306222984478008
A;10.129056829317703;20.19826358370028
C;11.949414352789224;23.00880837971225
B;10.168102235761241;16.738029823500618
D;6.992876578360546;19.467876908431656
A;8.93517092517632;14.893488927091113
C;10.07704873022111;28.275091964166624
C;8.845449790638767;19.08603757567778
B;9.340828117386424;30.44291104332019
A;9.608060929230861;30.936861028515906
C;9.630155154482532;20.473201229308664
C;9.909742830044715;14.445083238442226
B;7.572729360567139;7.441663794733309
C;8.294266086831335;11.431759025325855
B;7.102373042030065;12.07007363815871
C;11.853412654341021;29.96005257849978
A;5.378141422135319;21.75285981697515
D;12.222539720965544;23.53242940659792
B;12.711333734251973;6.567263441921682
B;9.165420767336496;13.213218210087799
A;4.333412115562673;26.766018546900867
A;9.04124781986869;22.86403173048681
B;9.66521326129348;20.043165688543617
B;7.677743738149283;24.671475330900797
D;8.718041373002691;31.632685739882795
A;13.01340991761304;19.56322398700917
B;11.196347040833658;21.450903717277452
B;7.85841535980599;22.251879971753482
A;6.445041743849593;36.54871262928095
A;9.113263633019482;7.354184281276334
B;9.35174076336408;25.440949596127254
B;10.842018293462965;20.253785383066088
B;8.675834903607917;24.68401622019717
B;10.87414910825991;16.72707839903429
B;13.863823484126481;20.681727299420075
A;11.512552147132952;25.62416876652572
B;9.699014134605378;41.23391630678496
E;9.415384010788081;26.252235231113463
B;9.050986418222271;15.487573612801693
C;12.279345916149504;18.24556206685243
B;8.482641763502265;18.05280829550495
C;9.894967688899964;9.328319377904903
C;9.90751559395028;18.85441375394066
B;8.746253195095784;25.763389031841342
E;6.917822349443389;12.717491226000831
A;10.478246457597104;27.81513723182885
A;9.671891659103695;24.170536337048198
C;10.850504985816798;16.227483407188252
D;8.67943935647775;20.080057357303993
A;12.363724727507401;31.389091749666715
B;7.958775059455126;25.76806078778813
A;13.395284596437575;21.05709375683796
B;6.129963329360651;19.455058439753603
C;10.713017135569473;21.497958957935786
B;10.79840443330591;17.673536873375028
B;8.129330157324148;7.319128212826405
B;10.691227269508127;34.274156418475755
A;12.486989206496334;22.00961249479611
B;5.144680437356465;23.587957223296492
C;10.855764095730711;20.623599625800093
E;4.564131277306838;16.221740795290177
D;7.772103912601263;19.79149087383299
A;13.221249366291985;10.603934045736978
D;8.578257729876688;35.80106223734648
C;7.334852074741159;12.975672010254426
C;9.384330769132168;14.292219154993333
B;14.14260331014346;18.138315171488397
B;5.953467280867345;29.372492211540454
B;7.592249185557377;21.09430849520725
A;12.944606534677217;12.965117325801994
B;13.701174921429239;29.153199344922704
B;9.582794428990404;25.75150407410563
B;7.197989324694051;24.49982722190694
C;14.201271353799235;25.652272567610463
B;13.148329022673314;36.56335235378593
A;11.22578867430069;35.20311681773473
E;8.093955067231418;16.53635027047858
E;9.697038384240123;31.555252453272487
C;9.463243829805856;23.490593233432854
E;10.494787739692715;24.244122804895373
B;12.847103020075807;10.000239594318364
E;11.646775786388547;19.892492524976728
A;7.5375102383320085;15.716646662812327
B;12.69064254504103;26.38238229680651
B;10.457577494027626;27.96202325261823
A;11.242838171303724;7.515838718393976
A;12.879735804485067;20.856773383972243
C;7.465681476021543;28.29209978116264
C;9.724766284716429;19.78658674496261
B;8.68394544214565;25.738913692515368
A;6.507495206732543;23.282575539576047
D;10.528090952970333;23.22079150769207
C;15.07426875832729;19.236452642556067
B;5.93583673653792;13.092224773117888
C;9.732210716796112;13.710054041737322
B;11.145140163657025;25.610791343959562
B;10.058464223477982;21.126478660872742
E;9.562431089716945;20.09967041005304
B;7.071645636763769;18.244714724904707
B;10.288852160174343;19.016272504375113
D;8.210795648266556;27.804926664172907
C;5.201164419545038;18.820913467857828
A;12.308643663078836;12.283079363539803
A;11.81261022166829;25.833736541011127
A;9.908488051387268;19.66830168487934
C;10.281056845231976;21.204073125963045
B;12.05606782670268;31.449258991596817
A;10.271113279233974;20.866356377221702
E;11.698436864998762;22.879693875271716
B;9.175287378164915;13.336997306560885
B;12.555165851005288;19.57214855971876
B;10.473650024458637;24.961919293855907
C;10.207509081572336;10.890070730031924
A;7.132871713704733;22.30549310525211
B;10.402607294033588;21.65514197219124
D;8.052894673261653;21.268368461318357
B;8.459606274290163;27.74153284127858
B;8.087711180536147;23.17385034651539
B;7.560906643011628;30.607467339316884
A;14.26201994633562;14.541668148638765
A;12.595812030175647;21.88350968691926
B;13.83277175450295;21.54903411153466
A;7.231920458933317;14.04984579059198
A;9.949632874812876;27.21591751359375
D;7.0836339870714;36.110376488043315
E;8.339040757886167;20.8894605158551
C;7.871933334825194;24.282637073779483
D;12.40312641352728;21.549370092799627
B;8.967917675986305;16.36169964560336
E;12.043596600757436;9.165058194286894
A;11.068653868135888;16.412472359880127
E;14.637641379420057;11.952270523813747
E;6.693167131406581;32.07666350738427
C;12.444389803552278;20.251786989498946
E;12.207525827841529;18.75152436119339
B;7.755904440143228;26.77949986112074
B;11.914980006593636;13.708617831436728
B;10.505904422355082;16.015383752970408
B;9.322299854097844;21.442469750116036
A;8.069735477358801;27.686998444252623
C;8.28987015195671;24.260952793597124
E;14.104605401150446;22.614113426353235
A;9.801433919810714;21.507765279034107
C;11.442473003216065;23.601533060924037
E;8.13911129849814;22.310743883340155
E;8.162308812934558;14.305180213949917
E;12.072168099424879;21.299514940615484
B;6.965889955741783;14.021023717034609
E;8.92805108739893;21.527036528855355
C;9.871457563251688;17.87578838032643
A;10.03388246386411;37.5059805480886
B;9.423904101466073;20.740686505613873
C;10.63122154030144;11.872442819299673
B;11.254997087217404;20.12782863059999
C;11.342738845464593;24.37583184664627
C;7.729812001797565;31.8768656499914
A;9.203274294349526;17.16855940039833
B;12.309002009941569;10.71421816884634
C;11.678759093905132;26.309440574301377
B;6.9169951518897665;12.026108411652267
A;10.538107790739625;18.164989630201347
A;5.645726976312899;19.32546684417854
B;9.898563294326777;20.547382553549298
E;13.785310735166552;25.47956897098318
B;7.80942529373513;16.55637716513848
C;8.047921604467678;19.220759860916054
B;11.404462541303005;20.907242705828974
B;6.560116818059744;21.972386723872123
D;8.471214437241418;21.635876635601498
C;11.052526388921681;23.834037538946767
A;8.467999719852255;26.484956812671292
B;9.30446302685696;23.552121751731292
A;11.362789991661574;23.94830590280992
B;10.68524677542678;10.715549416147896
C;10.360318632220345;21.326480044576922
A;9.087843213532919;24.116799062010458
B;10.577128342064807;25.738117764707926
B;9.540161371790512;16.49971996748034
E;10.761391780844148;16.71624471322381
E;8.756442747252246;17.26834561065661
A;9.416605153802964;24.48669034929373
C;7.721088635640772;27.720226857007354
B;9.726484018986906;18.35150930260459
B;8.096898186379427;26.901755038575818
C;7.460502454659815;21.802618759569864
E;10.343188410496316;20.192142448444166
E;10.246753529301088;19.6260025061832
B;11.444034843392004;25.85297386991402
B;8.894636303892293;23.116255809115955
C;10.656910978357187;35.792865279709645
B;10.956674901774694;15.460539820517393
B;10.73402499644635;24.36766106319484
B;8.066127266115503;17.560193436225166
C;10.113663312769498;15.349634584573815
B;10.56469462171479;20.92936360927268
A;9.815074780506679;21.892791116145734
E;5.418396917420723;39.9681281078906
A;10.137028210344308;19.803052198059188
B;14.44631518273421;13.653838258349557
B;9.043917535610337;22.774569663713507
A;8.271038094503826;7.514839755948607
A;10.584031975393938;20.40228091307227
A;10.455994241979802;21.104164334918543
D;12.304743847374471;26.164902489143874
B;7.158476872591336;27.328544621281004
E;11.335898530407485;17.726797477099836
B;11.039886328628073;20.021008904905436
B;9.501492272424853;16.020214601030638
B;10.511243367635549;13.66759339374999
B;11.96186071135655;23.014316065974125
C;11.631862298059746;12.721693934122104
B;7.39965944464517;18.30492514628289
B;11.522332192186518;14.531369260654957
D;9.664153929431713;24.572940710886687
E;9.953035605832582;32.709295645232174
D;9.95371368110356;12.539678111778347
B;9.484489723523655;8.9553798611658
C;12.302585743924837;20.18823524522456
B;9.624192284316656;21.102035673725428
B;7.4489531303953465;22.421285493922436
A;8.97358730246357;18.098916650976758
B;10.175258905302;19.695844557634693
A;12.381351047023806;23.388817668513916
B;11.066498838392551;27.762800802191453
D;8.013875914631209;8.292182992931162
A;15.018898825025673;18.601893646295494
A;10.356028153053758;22.389757160616913
A;12.478320549797932;15.033155320030216
E;9.48139968948782;32.25260260648744
B;10.920054413881445;16.86983577851321
B;11.56288385948865;20.73159753445266
D;12.358208894683939;24.61414362947489
D;12.020473441294273;17.156648872787684
B;11.631613700153254;8.997275189271289
C;9.138317864492372;18.213745575042534
C;8.599333311892272;27.691363613525763
C;10.498475771680816;18.8101816758966
A;11.759568951916247;15.498177040516639
D;9.332286528369126;27.01686936176769
B;12.036861128000213;18.849963175850156
B;12.850495165520977;17.68395471127359
B;7.875726069945819;21.97146458281151
A;8.042466522027812;26.009876362522117
A;9.505212376298795;36.48113795626155
C;10.445986603197314;26.37703469977325
A;8.698409271089194;28.538959781524238
B;12.639625625621004;17.71121970657894
B;10.690540409188749;14.331857311198405
A;9.882838801305553;21.4051537725243
E;6.784589999876093;21.696604449187376
B;7.036786785502235;13.989667181130118
B;10.390119425591793;19.860585555623917
B;5.321549185074844;23.59556441117435
B;11.926538560252553;23.34255706761752
A;9.467876926818128;24.27787104699777
C;16.610495236148942;22.89127074589338
E;14.646624126293833;17.704443714744638
B;9.418956954580215;17.65964592678252
C;9.57669229468424;13.206815913039806
C;11.890721179404263;32.601037754703114
D;13.37666248082788;21.087427370025406
B;6.360138979384365;19.53845513733346
B;6.0486115227551585;14.962851470559018
B;8.4937269083358;40.08177636513056
C;11.023748924665115;14.023367790551179
D;10.843434540065955;18.212488483560524
A;12.046520055466086;23.702939435859392
B;7.280635190432854;24.901384277337804
E;4.936097887765359;27.226558358901947
D;11.601829810134506;32.74945530050021
E;8.060787826773009;24.29002476049463
C;5.561175484783861;14.13579980021666
B;10.104633866514702;19.32985668670842
B;11.465668945259223;23.00091042134025
C;9.543680022545319;34.443469269787855
A;8.838518389016773;11.914264390242069
B;9.465339312493597;28.816747283963977
C;9.021776198958356;22.16944340205171
A;6.969101064925649;26.445898478991623
C;8.299170578320094;20.337034341866442
B;10.894687800529011;15.524187904178877
E;10.47552493689065;25.880673066108656
A;10.152925592530323;25.253801676186537
B;7.710188188107904;27.31837027730819
C;9.4188433595151;20.913519870038872
B;5.228163402470005;17.101156848420977
C;10.17480099415932;10.86788453234503
C;12.800601186408493;26.325926242906142
A;6.704322522711578;23.755281635885908
B;8.569551886032714;14.722412886384266
B;10.491124235291274;17.499271123571944
B;12.430969532297716;17.966067722315636
E;8.858728305769686;11.360601192114283
D;8.346274308541618;15.685064422066631
C;5.665261400926226;13.630102680758698
C;10.017220071547024;18.31888642272841
B;14.088359684301864;16.198466260857842
E;10.38245277012582;10.424468014366132
C;9.753214143714203;34.14683649870163
C;10.47637285261067;29.14151475169
D;9.776706791707936;15.936373760120095
B;8.092669818253729;22.770739078248464
D;11.528887822923181;23.713523083838417
A;10.274099198534685;28.7420580560276
B;9.83698782906068;15.67906732670949
B;7.751731342715676;28.09869409588577
E;12.537366657062995;17.43861552265492
D;11.195875765199531;12.316894372904013
C;8.638866241528666;25.706887635544234
C;11.903832192732068;29.389929756795784
B;8.755101239391065;37.82140832794945
E;8.157792665726824;13.201785776913614
B;8.204623453291397;25.54297795302513
B;6.080756038515009;18.336291915342034
A;10.790238998878232;26.091831618406204
C;5.954595755489465;11.441817916996872
C;7.2202679543418995;12.791996457959334
B;5.441265180935081;15.956813649417855
A;9.619253645139125;21.51326629684255
D;9.48432703342907;16.83297176750069
A;9.113937952308635;25.283853235437228
C;7.6105868411917905;27.674815018676444
E;7.338309117783057;24.897254018094813
B;10.775176713447806;31.522119657795642
B;8.643840943412176;23.70287309145973
C;10.464352475225905;13.090171382788913
D;7.940977759139134;29.861947337999208
B;10.180231759819273;17.066484468561015
E;12.536883878363735;26.917720247956204
A;11.030948180824845;31.229272407608192
B;8.933930981745393;23.968472069747595
C;10.340117837747448;11.274967714429778
D;9.294603133486554;15.031620917686354
A;9.81654838785893;29.59783903475338
D;9.116216790488144;19.900702543321692
B;9.454896067640679;21.51722797712408
B;10.245396041455768;25.93235870506346
A;7.713946730877904;25.5260986035221
D;7.666654463321047;22.812198780505494
A;6.884060636954457;19.643655587066974
B;6.43943068054221;18.967655102739677
B;7.243706346336994;26.57634236439373
D;10.134871264288671;24.598201951940656
C;7.925146217467044;19.327549995984366
C;10.878590374885302;28.033730034455417
B;9.87289887238038;20.161278251656405
C;5.666141151780088;15.464195866826444
B;11.17544872686555;16.06669045712826
D;11.502677155742592;14.63818456398652
E;7.712888382846808;19.229334892076032
A;10.682402240079483;29.019207809185254
C;8.001353701440683;15.766881323301693
A;10.005107791171506;22.22509244661767
B;7.144553345394573;16.731519253421816
B;6.034476449677389;19.307991231735656
B;8.996083901812767;11.18473212209586
B;9.540169212822844;19.566501510482507
C;8.964872643409333;19.740915031267747
B;7.3135358277326254;24.51187163623202
C;8.960211969524613;22.451325936159908
B;10.365518980419543;13.210451187811707
A;9.705724636742673;28.047288586283027
C;10.183252164258349;22.36696976144297
B;8.39275807904611;22.289557861653662
B;12.260607620903937;20.9403147029966
C;7.3300359932349615;17.63457659305557
B;10.82387662388211;22.41571520836672
A;12.28197129521592;24.091324833535786
B;10.809906994772682;9.645178006253893
E;9.374699123163857;17.498054557250377
C;8.690576202007744;19.34284469237667
C;11.97578406719714;22.665108937012807
C;6.811752656950487;28.756521538526318
A;7.762739053202749;15.983684705120915
B;8.965128692467387;17.763247995684026
C;12.399072890775198;17.668528280797425
A;10.597512035685883;15.79007066432048
B;7.767103907128485;18.743287781770295
B;9.148353818691703;26.010214429921813
B;8.509921397397783;14.150069280131753
E;8.309443116309577;23.78079356849387
A;11.855668072969237;9.93763550488082
B;6.919339428546639;17.351303023125663
A;13.178439797042184;18.85831954858309
E;11.539282349387708;31.886587873941423
A;12.090809508267768;19.21378501910753
B;8.827827024746957;6.6919174225690305
C;9.48512448993387;8.007222105401876
C;6.790381189498106;21.221192311253425
B;8.698208945159715;24.989510562634408
B;10.836675180050618;23.440463074577142
B;12.521732429740933;22.089205687706436
B;7.474970684714852;28.554687383786835
A;9.032437532330942;17.492657065208643
B;9.482271637511705;26.816918614174362
B;6.868842675395782;10.391903247328287
B;11.041833407692641;15.11783908590257
C;8.279620303340522;9.254230932943194
E;9.38968026252825;19.21350554564635
C;8.850906318985057;20.699302087768775
A;8.142389137988685;21.74165969947238
A;9.785205530490837;21.40224179376638
E;9.347219885007153;14.970903349723768
B;9.019098447214803;19.7634345113141
A;8.27023059447128;11.266596654062635
B;10.471001808644207;29.860988338359626
C;13.2725962638338;19.026430526162994
C;10.093763188962168;17.822240226216007
B;11.891848251313371;31.32811213488654
A;6.880533957177729;12.92539753193001
E;10.131299022516917;13.683683758792201
B;7.495526530160761;13.874567888354328
C;6.6984576521830075;20.558836018953368
C;8.247320044336025;23.805605592644383
C;12.302988602268504;25.807890542765918
B;11.795033240206257;37.7179695637173
B;10.31030991631424;6.378689047695035
B;6.5813288242311465;24.95678132930871
D;9.387810632085333;17.378651278280497
E;10.433570018693645;17.188301532222972
A;10.168626082115056;16.971481166349797
A;5.928033474690435;15.092997139748174
E;7.93033251915827;31.949411424922438
C;9.665436695287696;26.47493262559037
D;10.9262109099861;21.150773860622937
A;5.188131575690113;29.781602391165503
B;9.459539651492298;11.168561725557309
C;10.100402416745801;12.35041664634898
C;11.584185175884048;6.84320974073453
B;11.255000926898617;16.45380548919863
A;11.023399769498491;22.051040423580893
B;8.120124935925938;21.66858075656017
B;5.793195512041055;21.970722421889224
B;8.97458921017106;11.828130598070468
E;11.903426832937978;26.220505826991143
B;12.726254507801308;22.557578868553488
D;11.29215311482535;25.76485282952899
A;10.701615727883643;8.697045845664663
C;10.597243261610528;23.024690582185634
E;8.63215063180236;13.279525940536075
A;9.5268733835374;18.41739885841615
A;13.305046004235296;24.47337184113649
B;7.820628187837061;21.592108440663434
A;13.191035460490689;15.464990131434428
C;9.123740875566678;21.040775515198717
E;12.583407429099665;11.04502045091632
B;6.84568848005517;28.476738073338925
B;11.030398822445765;19.665653873274366
B;8.252782714509994;28.270574637659617
C;6.827938896959207;17.57754403387572
A;10.258921489062987;17.596756075357213
B;11.919890756051535;16.032785886853997
C;8.025622978953658;26.69513055600499
C;6.652066483037358;16.388697477364907
B;9.607125994896595;25.189870310698648
C;9.61638580956792;18.514059415149614
A;10.951471217864448;8.156238550704472
A;11.794148599865427;17.29295855938797
D;9.675228119327762;13.335796606641487
C;13.696556961067953;21.220367703935192
A;10.270892963524114;13.262349718115814
B;9.072504337385512;27.01883815464501
A;6.415708545884062;20.408006907705325
B;9.248415007336048;19.845626034068196
B;9.093587414636614;25.263298895619286
A;11.816640072191088;27.265395071493106
B;10.771215610540395;20.869358113497263
C;7.323324844571505;15.98719805292961
C;10.16173421146318;9.469197495271159
C;11.210215460631012;16.54067657927133
A;13.00886585471445;16.98812039678825
E;11.663758331569525;21.69587344444993
D;11.397777974054105;18.756545272602825
D;9.926180588691844;25.47156431833428
D;10.615455211389245;17.015608736740518
E;12.423960291482935;20.629232415455878
B;7.0011674652927365;28.69591838077978
A;9.066177412844393;23.221863890707283
C;8.177605627611895;20.60975597902433
C;10.596221549324861;17.08736112742135
C;12.383466568866655;16.88399592135265
B;8.546353997885745;15.47101385581234
A;4.780360828314181;17.483455372411154
B;8.934336435448614;25.911827951838045
E;11.718294837236554;19.557726236600253
B;10.929022796194747;12.226475049021998
B;10.69919112040221;32.493100404888594
B;9.212014066063594;23.07977374244356
B;7.114035453938449;11.854867896664398
D;10.882118075411382;18.127981972934645
C;8.048008198927288;21.720761488384717
C;14.38660314009896;32.07984860643295
B;10.998065137544485;13.79726902131735
C;8.580638564636704;27.344264675813655
B;8.516090980483881;30.09666177532023
C;9.604817166111465;16.913747017015293
B;9.297045963754327;19.19616147740848
B;12.145350928612904;14.263989892070494
C;10.191473956462499;19.67750258297802
E;8.263573348292091;20.76216516677095
A;13.769925438827144;25.28772498753541
D;9.903547496192468;28.086192561632906
B;11.414563319534684;16.137375579959294
B;8.522724334366007;8.212387082531036
A;10.5625428182635;20.861908934704427
B;10.453330981400711;22.907993944796164
B;5.831736486598079;22.62121496995277
A;14.032077731967345;18.876623891191215
B;12.51035336793735;21.810888647815574
E;8.965889836093426;30.85039125428961
A;7.485233545042704;23.481272098256312
C;10.52987938898746;18.57310523747995
B;9.982065168770234;17.74871418887603
C;10.546904791982783;19.89595967509475
B;10.20231253200759;31.63880975189916
A;10.863106077542446;19.808545388079718
A;12.839341968722795;20.8713367606154
A;10.993016730770158;17.86496178891403
A;7.595723452289125;28.14339182337277
C;12.66138199069615;33.73894215584039
D;13.245290583325405;23.928984821304024
D;16.41931914247538;21.53802387460527
C;7.440662530196844;21.239088415632526
A;10.310052227615579;5.502005872892653
B;5.427592723303127;25.843480617851313
B;10.96161322839634;21.872081703972984
B;8.648779373849779;23.78422332929471
B;13.839236169132402;16.375495738455918
B;8.173308562960978;18.501030286648906
B;6.252715620268751;18.328337912729374
B;8.81034614452471;27.640549396474754
D;5.651475680444012;18.538061062079894
C;11.377308854465351;34.53729209371369
B;5.463325602861727;23.800605723597744
E;9.859760920484634;12.708062710027745
E;5.436595178301987;20.16444909386228
B;9.127374610473053;16.764111705983296
B;13.251094127189521;6.736513946169842
B;10.55736057201517;31.396561110739633
E;7.986663429573639;25.570426524430026
D;9.734472673227925;24.46584756634553
A;9.837835431293339;22.075123791948077
B;10.792523726271153;12.016885803499155
B;6.9295974371102655;17.85648859288966
B;11.044391275079395;26.471575036096084
A;4.1207775736341725;14.167069806413732
D;8.477242440036;4.543499444369711
C;8.774624930851758;19.523810949423982
D;11.129986334749601;20.078575898821
D;9.847524790621426;21.88116220669561
C;6.848317586901798;25.735371182844485
B;7.731514435784269;25.144437779502855
C;10.217228020049555;22.68200373408549
A;9.633958582084432;28.77095402256361
C;8.583839369764933;11.126696424713455
A;8.790249042024843;24.279781794103037
C;11.261952794034508;25.072499361690127
B;8.712845596974649;12.942845140478443
A;9.615008387538946;11.23134104356447
A;14.356866834969141;16.151376177908592
A;6.810266462543762;16.699980623650603
C;5.9111302636932175;25.897226512765798
C;11.445538296077075;17.005497906007882
B;8.374849571282384;15.433734631172175
A;9.131701191740499;17.024380711485364
A;8.159571605924661;28.271110172002377
A;9.254419704388225;21.084781933450188
A;13.156930035402318;19.834868335180072
D;11.484469763098051;20.284964258443164
B;11.610669374962653;29.398392173122396
B;6.825923182835445;16.13038377707893
A;7.382577153238975;29.550803891110675
B;3.8379348150806036;22.368225942989774
B;8.100300275726218;19.95727401716024
C;11.809076691409883;37.25585323657283
B;10.885587683071579;14.138343316309124
A;9.33482214780054;18.70104256281446
B;9.75316940419209;12.989196945434
B;8.353340360591648;27.191002808485102
A;10.229993653043747;31.979728068735913
E;11.408344386909292;31.854498079130153
C;6.406637746438008;28.95566689544903
B;10.429260144458432;19.715466959326225
B;11.758113229004802;18.625933646315996
B;8.928289393176925;10.137396478788578
B;11.271471285453227;34.23317797868165
C;15.710774333392362;24.04835750796504
C;9.580880134727527;17.80228011834836
A;10.62594480501118;29.63236977841529
B;8.25008012431108;14.677030641059995
B;10.180627441464306;23.643043222447382
D;10.766570412462839;19.877910627109575
C;10.209168914567291;25.151401409221954
B;7.658639828611401;20.58677199529021
A;10.233359719783447;11.568968707777042
C;12.870611471307038;21.491246422355246
A;10.742135105480507;27.817616922189856
B;11.820173097050867;20.810093361949097
A;9.302274862973482;26.038248290329058
C;11.374790502789793;14.204058343118655
A;10.386462460254705;20.829304843745962
B;7.803087467656813;16.940682041924248
D;10.468894110077636;25.855375460680612
A;7.717437006775349;21.20469515470297
B;8.470951422741937;25.48547889618798
B;10.197589445313987;28.07011777002613
A;10.42421297409826;25.495520738289024
C;7.3026118233380295;22.775269822908687
A;12.01337011948404;14.511620319675867
B;11.001213184430995;20.98189028066514
B;8.320070285217145;17.534912386897084
C;6.571071927456732;18.763584281422528
C;9.495700383928995;18.56552802012337
B;8.863518200891564;14.63048376391541
A;10.037594959811349;8.277299170629066
C;9.03745501157331;16.657070185869514
B;5.584340592435479;22.256966437507035
D;8.984471429567568;12.236849204721313
D;9.158199866756544;21.10193453706556
D;11.130688152025524;33.35174475802127
B;8.333780683316796;27.649867609139555
B;13.32521681408239;31.68301980928344
C;5.785554843631311;23.54233120006272
B;12.553451745385512;28.5888138494119
A;9.32893016115598;16.294229251959383
D;11.60512823192147;16.8117882643571
D;9.96758311652334;3.195588660106427
B;12.193066625653486;28.709945581274944
A;8.986539874439098;31.01210586882926
